,論文の発行年,論文が発行された媒体,媒体の巻号,論文タイトル,著者,媒体のページ数
9480,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23412 PC定着部の支圧性能に関する研究 : 支圧強度(σbb)および支圧応力(σ)-めり込み変形(δsi)関係(せん断・付着・支圧,構造IV)",坂田 博史 / 中塚 佶 / 森田 真由美 / 松本 孝雄,849-850
9481,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23413 中・大型梁試験体に基づくPRCおよびRC梁部材の曲げひび割れ幅推定に関する再検討 : (その1)研究目的および実験概要(曲げひび割れ(1),構造IV)",中塚 佶 / 竹内 寿文 / 森田 真由美 / 坂田 博史,851-852
9482,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23414 中・大型梁試験体に基づくPRCおよびRC梁部材の曲げひび割れ幅推定に関する再検討 : (その2)ひび割れの特性と種類および鉄筋応力-平均伸びひずみ関係(曲げひび割れ(1),構造IV)",寒川 勝彦 / 中塚 佶 / 竹内 寿文 / 森田 真由美,853-854
9483,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23415 中・大型梁試験体に基づくPRCおよびRC梁部材の曲げひび割れ幅推定に関する再検討 : (その3)鉄筋応力-ひび割れ幅関係,およびひび割れ間隔(曲げひび割れ(1),構造IV)",古林 桂太 / 中塚 佶 / 竹内 寿文 / 森田 真由美,855-856
9484,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23416 中・大型梁試験体に基づくPRCおよびRC梁部材の曲げひび割れ幅推定に関する再検討 : (その4)拘束コンクリートひずみにおよぼす諸要因の影響(曲げひび割れ(1),構造IV)",島田 安章 / 中塚 佶 / 竹内 寿文 / 森田 真由美,857-858
9485,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23417 中・大型梁試験体に基づくPRCおよびRC梁部材の曲げひび割れ幅推定に関する再検討 : (その5)拘束コンクリートひずみの定量化とひび割れ幅推定(曲げひび割れ(1),構造IV)",竹内 寿文 / 中塚 佶 / 森田 真由美 / 坂田 博史,859-860
9486,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23418 純引張下における高強度コンクリートと細径鉄筋を用いた鉄筋コンクリート部材のひび割れ幅(曲げひび割れ(2),スラブ,構造IV)",岡本 晴彦,861-862
9487,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23419 高強度プレストレストコンクリート梁のひび割れ性状(曲げひび割れ(2),スラブ,構造IV)",大塚 夕 / 坂梨 嘉洋 / 福井 剛 / 岡本 晴彦,863-864
9488,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23420 純曲げを受けるPRC梁の各種限界状態に関する実験的研究(曲げひび割れ(2),スラブ,構造IV)",嶋田 洋介 / 北山 和宏 / 浜田 公也,865-866
9489,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23421 PRC造スラブの動的特性の変化に関する実験研究(曲げひび割れ(2),スラブ,構造IV)",山本 俊彦,867-868
9490,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23422 段差付き空胴プレストレストコンクリート合成床に関する実験的研究 : その4. 改良型段差スラブの曲げ耐力実験(曲げひび割れ(2),スラブ,構造IV)",竹田 清二 / 平池 正博,869-870
9491,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23423 空胴プレストレストコンクリート合成床に関する実験的研究 : その6. 長期曲げ載荷実験最終報告(曲げひび割れ(2),スラブ,構造IV)",平池 正博 / 竹田 清二,871-872
9492,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23424 中空積みレンガ壁工法の耐震性に関する研究 : その1:工法の概要と実験計画(設計法,壁式鉄筋コンクリート造・鉄筋コンクリート組積造,構造IV)",榎本 浩之 / 安井 雅明 / 守安 一平 / 中村 吉秀 / 白井 和貴,873-874
9493,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23425 中空積みレンガ壁工法の耐震性に関する研究 : その2:実験結果および構造規定の提案(設計法,壁式鉄筋コンクリート造・鉄筋コンクリート組積造,構造IV)",守安 一平 / 安井 雅明 / 榎本 浩之 / 中村 吉秀 / 白井 和貴,875-876
9494,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23426 小型PCaパネル構法の構造性能に関する実験的研究 : その1 プリズム試験体の圧縮性状(設計法,壁式鉄筋コンクリート造・鉄筋コンクリート組積造,構造IV)",京牟禮 実 / 堤 洋樹 / 河本 裕行,877-878
9495,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23427 型枠コンクリートブロック造耐力壁のすべり破壊性状に関する研究 : (その7)壁体中間部に配筋した縦筋によるだぼ効果実験の概要(設計法,壁式鉄筋コンクリート造・鉄筋コンクリート組積造,構造IV)",吉田 正人 / 菊池 健児 / 吉田 和彦 / 黒木 正幸,879-880
9496,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23428 型枠コンクリートブロック造耐力壁のすべり破壊性状に関する研究 : (その8)壁体中間部に配筋した縦筋によるだぼ効果実験結果の検討(設計法,壁式鉄筋コンクリート造・鉄筋コンクリート組積造,構造IV)",吉田 和彦 / 菊池 健児 / 黒木 正幸 / 吉田 正人,881-882
9497,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23429 小型コンクリートユニットを用いたモルタル充填RM組積体の圧縮性状(設計法,壁式鉄筋コンクリート造・鉄筋コンクリート組積造,構造IV)",天野 守登 / 稲井 栄一 / 高橋 和雄 / 井上 慶洋 / 岩川 浩二 / 丸橋 奈々子 / 石井 克侑,883-884
9498,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23430 小型コンクリートユニットを用いたRM造部材の復元力特性の設定方法に関する研究(設計法,壁式鉄筋コンクリート造・鉄筋コンクリート組積造,構造IV)",井上 慶洋 / 稲井 栄一 / 高橋 和雄 / 岩川 浩二 / 山本 大介 / 丸橋 奈々子 / 石井 克侑 / 勅使川原 正臣,885-886
9499,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23431 摩擦抵抗型乾式組積構造を利用した制振システムの開発に関する研究 : その1 SRB-DUP構造体の構成要素を用いた2面せん断実験(補強組積造,構造IV)",山口 謙太郎 / 小山 智幸 / 黒田 亮太郎 / 牧野 起八 / 松藤 泰典,887-888
9500,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23432 摩擦抵抗型乾式組積構造を利用した制振システムの開発に関する研究 : その2 滑り層を制御する接合工法を適用した試験体の水平載荷実験(補強組積造,構造IV)",黒田 亮太郎 / 山口 謙太郎 / 小山 智幸 / 牧野 起八 / 松藤 泰典,889-890
9501,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23433 意匠性を考慮したレンガ壁の補強方法に関する研究 せん断予備試験(補強組積造,構造IV)",井手 健二 / 毛井 崇博,891-892
9502,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,23434 NUMERICAL MODELING OF IN-PLANE SHEAR BEHAVIOR OF UN-REINFORCED MASONRY WALLS UNDER MONOTONIC LOADING (Part 2),Shrestha Kshitij C. / Nagae Takuya / Araki Yoshikazu / Takiyama Noriko / Ibarada Ippei,893-894
9503,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23435 鋼管をコッターとして用いた耐震補強工法の実験的研究 : その20.有開口RM増設壁実験(補強組積造,構造IV)",三輪 明広 / 菊田 繁美 / 石坂 隆幸 / 石岡 拓 / 鈴木 信也,895-896
9504,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23436 アラミド繊維を用いた煉瓦壁の面外曲げ性能の改善に関する実験的研究(補強組積造,構造IV)",白山 泰敬 / 冨永 善啓 / 西村 泰志,897-898
9505,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23437 ネパール カトマンズにおける既存組積造の引き倒し実験(補強組積造,構造IV)",今井 弘 / 楢府 龍雄 / 花里 利一,899-900
9506,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23438 有開口枠組組積造壁体の耐震性能に関する実験的研究 : (その3)窓型開口壁体の追加実験(枠組組積造,構造IV)",桐村 匠 / 黒木 正幸 / 菊池 健児 / 野中 嗣子 / 藤井 嘉敬,901-902
9507,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23439 有開口枠組組積造壁体の耐震性能に関する実験的研究 : (その4)補強効果の検討および耐力算定(枠組組積造,構造IV)",藤井 嘉敬 / 黒木 正幸 / 菊池 健児 / 野中 嗣子 / 桐村 匠,903-904
9508,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23440 れんが組積体を用いた諸実験に基づく組積造壁の目地挙動構成則の構築 : その1 研究概要と要素実験(枠組組積造,構造IV)",後藤 康明 / 海老原 翔太 / 北野 敦則,905-906
9509,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23441 れんが組積体を用いた諸実験に基づく組積造壁の目地挙動構成則の構築 : その2 対象実験及び解析結果と考察(枠組組積造,構造IV)",海老原 翔太 / 後藤 康明 / 北野 敦則,907-908
9510,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23442 RC枠組組積造壁の耐震性能に対する目地強度および側柱破壊形式の影響に関する実験的研究 : (その1)試験体概要・破壊性状(枠組組積造,構造IV)",須貝 磨実 / 印部 琢也 / 宮内 淳一 / 後藤 康明 / 北野 敦則 / 城 攻,909-910
9511,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23443 RC枠組組積造壁の耐震性能に対する目地強度および側柱破壊形式の影響に関する実験的研究 : (その2)荷重変形関係・無開口試験体の最大耐力算定(枠組組積造,構造IV)",宮内 淳一 / 須貝 磨実 / 印部 琢也 / 後藤 康明 / 北野 敦則 / 城 攻,911-912
9512,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23444 RC枠組組積造壁の耐震性能に対する目地強度および側柱破壊形式の影響に関する実験的研究 : (その3)有開口試験体の最大耐力算定,ストラット形成域変化の考慮(枠組組積造,構造IV)",印部 琢也 / 須貝 磨実 / 宮内 淳一 / 後藤 康明 / 北野 敦則 / 城 攻,913-914
9513,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23445 歴史的煉瓦建築物の煉瓦目地のせん断耐力評価に関する実験的研究 : その1 建物概要および実験概要(無筋組積造,耐震診断・補強,構造IV)",和藤 浩 / 中浜 貴生 / 三島 直生 / 畑中 重光,915-916
